TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.openjpa.lib.util.LRUMap,BRANCH;WEAKMUTATION,0.9509803921568627,70,65
org.apache.openjpa.lib.util.LRUMap,BRANCH;WEAKMUTATION,0.9583333333333333,83,78
org.apache.openjpa.lib.util.LRUMap,BRANCH;WEAKMUTATION,0.9596774193548387,85,80
